0.64	0.044329833	0.08149611
0.48	0.07417952	0.12276224
0.48000005	0.114433974	0.175457
0.52	0.16450398	0.23170745
0.528	0.20249835	0.27031076
0.54	0.25258687	0.31554657
0.52	0.29470384	0.34033856
0.515	0.32272568	0.36010808
0.4888889	0.340265	0.36479214
0.48	0.37756813	0.38345313
0.4763637	0.4038074	0.39798582
0.47333333	0.42791897	0.41084653
0.45230773	0.4391054	0.4081986
0.43714282	0.4526979	0.40802747
0.43466666	0.48832446	0.42080405
0.425	0.50106966	0.42106578
0.40941182	0.51292783	0.41749537
0.4	0.5311908	0.418628
0.3852631	0.5436244	0.41253403
0.374	0.5494442	0.40711156
0.3657143	0.55831206	0.4049326
0.36181813	0.5728184	0.40703267
0.35478264	0.5820497	0.40491265
0.35166663	0.6014605	0.40696326
0.34559998	0.61198956	0.4058506
0.34307694	0.6249528	0.40752536
0.33629626	0.63363814	0.4050339
0.32714286	0.635735	0.39816326
0.32	0.64104545	0.39401135
0.3146667	0.64774764	0.39113328
0.30709678	0.6504683	0.385338
0.3	0.65256524	0.37959927
0.29333335	0.6546621	0.37412667
0.28941178	0.6644442	0.37247518
0.28685713	0.6739015	0.37207577
0.28222224	0.6784984	0.36867595
0.2767568	0.68121904	0.36409748
0.2736842	0.6891086	0.36298665
0.27076924	0.6952975	0.36126217
0.268	0.70243245	0.35983947
0.26243904	0.7030479	0.3544708
0.25809523	0.7065327	0.35101223
0.2548838	0.71055394	0.34840024
0.25000003	0.7123721	0.34400123
0.24533334	0.7141903	0.33974797
0.24173912	0.71776175	0.3367935
0.24085107	0.7302105	0.3374901
0.23666666	0.73287714	0.3336714
0.232653	0.7346162	0.32982838
0.2288	0.73523164	0.32570255
0.22588235	0.7375137	0.322773
0.22153845	0.7375137	0.3182027
0.21811321	0.73925287	0.3148151
0.21555555	0.74160737	0.3121969
0.21163635	0.74160737	0.30796823
0.20928572	0.74646026	0.30606163
0.20561405	0.74646026	0.30202836
0.20275864	0.7481994	0.29908952
