0.52	0.039023977	0.071456544
0.44	0.06312765	0.10712669
0.45333335	0.09929551	0.1566462
0.45	0.1304819	0.19385412
0.44799998	0.16965081	0.22996742
0.46	0.23171057	0.2809815
0.44000003	0.25737935	0.29501063
0.45	0.28997263	0.32191178
0.43555558	0.3179847	0.3348564
0.436	0.35304606	0.35426632
0.41818184	0.366772	0.35466224
0.4033333	0.37981552	0.35592556
0.39384615	0.39532825	0.3590625
0.39714286	0.42100662	0.372824
0.38399997	0.42944545	0.36974686
0.375	0.45394123	0.37419128
0.36235297	0.46081954	0.36965054
0.3466667	0.46835202	0.3634082
0.3368421	0.4741914	0.35918653
0.32600003	0.47873023	0.35371438
0.3257143	0.50200343	0.35980022
0.3218182	0.5127066	0.36043653
0.31652176	0.52374494	0.36067665
0.31	0.530616	0.35827798
0.3056	0.5399871	0.35802197
0.29692307	0.5433204	0.35266197
0.29777774	0.561884	0.3580427
0.29142854	0.5666988	0.3544561
0.28275862	0.56731415	0.34747708
0.27866668	0.5728958	0.34525296
0.27612904	0.5823204	0.34561032
0.27	0.5846025	0.34077615
0.26666668	0.5991926	0.34071332
0.26	0.6008593	0.33539796
0.256	0.6060461	0.33277363
0.25222224	0.6178805	0.3312371
0.24648649	0.6195472	0.3264251
0.24315791	0.6246002	0.32438552
0.24102566	0.6323241	0.32394928
0.23500001	0.6323241	0.3183054
0.2312195	0.63588136	0.3153791
0.22666667	0.6375481	0.31129336
0.22232562	0.6392147	0.3073503
0.21727274	0.6392147	0.3023659
0.21333332	0.6415677	0.29883417
0.21043478	0.6482343	0.2967704
0.20680852	0.65090096	0.29347715
0.20416667	0.65386933	0.29095384
0.19999999	0.65386933	0.28660306
0.1984	0.65969473	0.2855225
0.19607843	0.66831017	0.2835023
0.19307694	0.6711673	0.2806653
0.19018868	0.6717827	0.27739218
0.1874074	0.6797826	0.27490282
0.18472725	0.68039805	0.27180853
0.18214285	0.6822163	0.26917097
0.18035085	0.68449837	0.26723722
0.17862068	0.6874667	0.26545513
0.17762713	0.69293493	0.26479304
0.17533332	0.69460166	0.2623748
0.17245904	0.69460166	0.25907907
0.17032257	0.6962683	0.2567966
0.1688889	0.6985503	0.25519764
0.16875	0.7071894	0.2557746
0.16676924	0.7088561	0.25362372
0.16484848	0.7113561	0.25161257
0.16238806	0.7113561	0.24868461
0.16058825	0.71421325	0.2468006
0.15942027	0.7199276	0.2459229
0.15714286	0.7199276	0.24315839
0.15605634	0.72333336	0.24214937
0.155	0.72759104	0.24124876
0.15342465	0.72933024	0.2394617
0.15135136	0.72933024	0.2368898
0.14986667	0.7299456	0.23494464
0.14894737	0.73246574	0.23386975
0.14805196	0.73558116	0.23286572
